STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,ELEVATION,Elevation,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2023,,161544,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2024,,163088,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2010,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2011,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2012,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2013,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2014,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2015,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2016,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2017,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2018,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2019,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2020,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PN,Pitcairn,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2010,,289311,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2011,,297869,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2012,,306285,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2013,,314672,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2014,,323038,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2015,,331369,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2016,,339649,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2017,,347873,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2018,,356052,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2019,,364181,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2020,,372017,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2021,,379489,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2022,,386700,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2023,,393767,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,PG,Papua New Guinea,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2024,,400849,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,166559,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,166567,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2012,,166360,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2012.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2013,,165990,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2013.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2014,,165509,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2014.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2015,,164934,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2015.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2016,,164259,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2016.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2017,,163521,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2017.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2018,,162709,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2018.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2019,,161839,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2019.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2020,,162185,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2020.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,GU,Guam,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2021,,163760,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2021.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2010,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2011,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2012,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2013,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2014,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2015,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2016,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2017,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2018,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2019,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2020,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,39,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,43,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,43,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,43,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2010,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2011,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2012,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2013,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2014,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2015,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2016,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2017,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2018,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2019,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2020,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2021,,33,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2022,,31,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2023,,31,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,CK,Cook Islands,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2024,,31,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2010,,1977,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2011,,1941,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2012,,1906,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2013,,1874,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2014,,1848,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2015,,1826,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2016,,1807,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2017,,1790,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2018,,1772,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2019,,1755,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2020,,1745,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2021,,1737,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2022,,1724,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2023,,1708,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2024,,1694,,N,units,,,,,,,This data was estimated based on population census of year 2023,
